T/1	SERVOIX/3			SERVOSPEED/3			
1314	2	0	0	0.00	0.00	1.00	
1315	2	0	0	0.00	0.00	1.00	
1316	2	0	0	0.00	0.00	1.00	
1317	2	0	0	0.00	0.00	1.00	
1318	2	0	0	0.00	0.00	1.00	
1319	2	0	0	0.00	0.00	1.00	
1320	2	0	0	0.00	0.00	1.00	
1321	2	0	0	0.00	0.00	1.00	
1322	2	0	0	0.25	0.00	0.00	
1323	0	0	0	0.25	0.00	0.00	
1324	0	0	0	0.25	0.00	0.00	
1325	0	0	0	0.25	0.00	0.00	
1326	0	0	0	0.25	0.00	0.00	
1327	0	0	0	0.25	0.00	0.00	
1328	0	0	0	0.25	0.00	0.00	
1329	0	0	0	0.25	0.00	0.00	
1330	0	0	0	0.25	0.00	0.00	
1331	0	0	0	0.25	0.00	0.00	
1332	0	0	0	0.50	0.00	0.00	
1333	0	0	0	0.50	0.00	0.00	
1334	0	0	0	0.50	0.00	0.00	
1335	0	0	0	0.50	0.00	0.00	
1336	0	0	0	0.50	0.00	0.00	
1337	0	0	0	0.50	0.00	0.00	
1338	0	0	0	0.50	0.00	0.00	
1339	0	0	0	0.50	0.00	0.00	
1340	0	0	0	0.50	0.00	0.00	
1341	0	0	0	0.50	0.00	0.00	
1342	0	0	0	0.75	0.00	0.00	
1343	0	0	0	0.75	0.00	0.00	
1344	0	0	0	0.75	0.00	0.00	
1345	0	0	0	0.75	0.00	0.00	
1346	0	0	0	0.75	0.00	0.00	
1347	0	0	0	0.75	0.00	0.00	
1348	0	0	0	0.75	0.00	0.00	
1349	0	0	0	0.75	0.00	0.00	
1350	0	0	0	0.75	0.00	0.00	
1351	0	0	0	0.75	0.00	0.00	
1352	0	0	0	1.00	0.00	0.00	
1353	0	0	0	1.00	0.00	0.00	
1354	0	0	0	1.00	0.00	0.00	
1355	0	0	0	1.00	0.00	0.00	
1356	0	0	0	1.00	0.00	0.00	
1357	0	0	0	1.00	0.00	0.00	
1358	0	0	0	1.00	0.00	0.00	
1359	0	0	0	1.00	0.00	0.00	
1360	0	0	0	1.00	0.00	0.00	
1361	0	0	0	1.00	0.00	0.00	
1362	0	0	0	0.00	0.25	0.00	
1363	1	0	0	0.00	0.25	0.00	
1364	1	0	0	0.00	0.25	0.00	
1365	1	0	0	0.00	0.25	0.00	
1366	1	0	0	0.00	0.25	0.00	
1367	1	0	0	0.00	0.25	0.00	
1368	1	0	0	0.00	0.25	0.00	
1369	1	0	0	0.00	0.25	0.00	
1370	1	0	0	0.00	0.25	0.00	
1371	1	0	0	0.00	0.25	0.00	
1372	1	0	0	0.00	0.50	0.00	
1373	1	0	0	0.00	0.50	0.00	
1374	1	0	0	0.00	0.50	0.00	
1375	1	0	0	0.00	0.50	0.00	
1376	1	0	0	0.00	0.50	0.00	
1377	1	0	0	0.00	0.50	0.00	
1378	1	0	0	0.00	0.50	0.00	
1379	1	0	0	0.00	0.50	0.00	
1380	1	0	0	0.00	0.50	0.00	
1381	1	0	0	0.00	0.50	0.00	
1382	1	0	0	0.00	0.75	0.00	
1383	1	0	0	0.00	0.75	0.00	
1384	1	0	0	0.00	0.75	0.00	
1385	1	0	0	0.00	0.75	0.00	
1386	1	0	0	0.00	0.75	0.00	
1387	1	0	0	0.00	0.75	0.00	
1388	1	0	0	0.00	0.75	0.00	
1389	1	0	0	0.00	0.75	0.00	
1390	1	0	0	0.00	0.75	0.00	
1391	1	0	0	0.00	0.75	0.00	
1392	1	0	0	0.00	1.00	0.00	
1393	1	0	0	0.00	1.00	0.00	
1394	1	0	0	0.00	1.00	0.00	
1395	1	0	0	0.00	1.00	0.00	
1396	1	0	0	0.00	1.00	0.00	
1397	1	0	0	0.00	1.00	0.00	
1398	1	0	0	0.00	1.00	0.00	
1399	1	0	0	0.00	1.00	0.00	
1400	1	0	0	0.00	1.00	0.00	
1401	1	0	0	0.00	1.00	0.00	
1402	1	0	0	0.00	0.00	0.25	
1403	2	0	0	0.00	0.00	0.25	
1404	2	0	0	0.00	0.00	0.25	
1405	2	0	0	0.00	0.00	0.25	
1406	2	0	0	0.00	0.00	0.25	
1407	2	0	0	0.00	0.00	0.25	
1408	2	0	0	0.00	0.00	0.25	
1409	2	0	0	0.00	0.00	0.25	
1410	2	0	0	0.00	0.00	0.25	
1411	2	0	0	0.00	0.00	0.25	
1412	2	0	0	0.00	0.00	0.50	
1413	2	0	0	0.00	0.00	0.50	
1414	2	0	0	0.00	0.00	0.50	
1415	2	0	0	0.00	0.00	0.50	
1416	2	0	0	0.00	0.00	0.50	
1417	2	0	0	0.00	0.00	0.50	
1418	2	0	0	0.00	0.00	0.50	
1419	2	0	0	0.00	0.00	0.50	
1420	2	0	0	0.00	0.00	0.50	
1421	2	0	0	0.00	0.00	0.50	
1422	2	0	0	0.00	0.00	0.75	
1423	2	0	0	0.00	0.00	0.75	
1424	2	0	0	0.00	0.00	0.75	
1425	2	0	0	0.00	0.00	0.75	
1426	2	0	0	0.00	0.00	0.75	
1427	2	0	0	0.00	0.00	0.75	
1428	2	0	0	0.00	0.00	0.75	
1429	2	0	0	0.00	0.00	0.75	
1430	2	0	0	0.00	0.00	0.75	
1431	2	0	0	0.00	0.00	0.75	
1432	2	0	0	0.00	0.00	1.00	
1433	2	0	0	0.00	0.00	1.00	
1434	2	0	0	0.00	0.00	1.00	
1435	2	0	0	0.00	0.00	1.00	
1436	2	0	0	0.00	0.00	1.00	
1437	2	0	0	0.00	0.00	1.00	
1438	2	0	0	0.00	0.00	1.00	
1439	2	0	0	0.00	0.00	1.00	
1440	2	0	0	0.00	0.00	1.00	
1441	2	0	0	0.00	0.00	1.00	
1442	2	0	0	0.25	0.00	0.00	
1443	0	0	0	0.25	0.00	0.00	
1444	0	0	0	0.25	0.00	0.00	
1445	0	0	0	0.25	0.00	0.00	
1446	0	0	0	0.25	0.00	0.00	
1447	0	0	0	0.25	0.00	0.00	
1448	0	0	0	0.25	0.00	0.00	
1449	0	0	0	0.25	0.00	0.00	
1450	0	0	0	0.25	0.00	0.00	
1451	0	0	0	0.25	0.00	0.00	
1452	0	0	0	0.50	0.00	0.00	
1453	0	0	0	0.50	0.00	0.00	
1454	0	0	0	0.50	0.00	0.00	
1455	0	0	0	0.50	0.00	0.00	
1456	0	0	0	0.50	0.00	0.00	
1457	0	0	0	0.50	0.00	0.00	
1458	0	0	0	0.50	0.00	0.00	
1459	0	0	0	0.50	0.00	0.00	
1460	0	0	0	0.50	0.00	0.00	
1461	0	0	0	0.50	0.00	0.00	
1462	0	0	0	0.75	0.00	0.00	
1463	0	0	0	0.75	0.00	0.00	
1464	0	0	0	0.75	0.00	0.00	
1465	0	0	0	0.75	0.00	0.00	
1466	0	0	0	0.75	0.00	0.00	
1467	0	0	0	0.75	0.00	0.00	
1468	0	0	0	0.75	0.00	0.00	
1469	0	0	0	0.75	0.00	0.00	
1470	0	0	0	0.75	0.00	0.00	
1471	0	0	0	0.75	0.00	0.00	
1472	0	0	0	1.00	0.00	0.00	
1473	0	0	0	1.00	0.00	0.00	
1474	0	0	0	1.00	0.00	0.00	
1475	0	0	0	1.00	0.00	0.00	
1476	0	0	0	1.00	0.00	0.00	
1477	0	0	0	1.00	0.00	0.00	
1478	0	0	0	1.00	0.00	0.00	
1479	0	0	0	1.00	0.00	0.00	
1480	0	0	0	1.00	0.00	0.00	
1481	0	0	0	1.00	0.00	0.00	
1482	0	0	0	0.00	0.25	0.00	
1483	1	0	0	0.00	0.25	0.00	
1484	1	0	0	0.00	0.25	0.00	
1485	1	0	0	0.00	0.25	0.00	
1486	1	0	0	0.00	0.25	0.00	
1487	1	0	0	0.00	0.25	0.00	
1488	1	0	0	0.00	0.25	0.00	
1489	1	0	0	0.00	0.25	0.00	
1490	1	0	0	0.00	0.25	0.00	
1491	1	0	0	0.00	0.25	0.00	
1492	1	0	0	0.00	0.50	0.00	
1493	1	0	0	0.00	0.50	0.00	
1494	1	0	0	0.00	0.50	0.00	
1495	1	0	0	0.00	0.50	0.00	
1496	1	0	0	0.00	0.50	0.00	
1497	1	0	0	0.00	0.50	0.00	
1498	1	0	0	0.00	0.50	0.00	
1499	1	0	0	0.00	0.50	0.00	
1500	1	0	0	0.00	0.50	0.00	
1501	1	0	0	0.00	0.50	0.00	
1502	1	0	0	0.00	0.75	0.00	
1503	1	0	0	0.00	0.75	0.00	
1504	1	0	0	0.00	0.75	0.00	
1505	1	0	0	0.00	0.75	0.00	
1506	1	0	0	0.00	0.75	0.00	
1507	1	0	0	0.00	0.75	0.00	
1508	1	0	0	0.00	0.75	0.00	
1509	1	0	0	0.00	0.75	0.00	
1510	1	0	0	0.00	0.75	0.00	
1511	1	0	0	0.00	0.75	0.00	
1512	1	0	0	0.00	1.00	0.00	
1513	1	0	0	0.00	1.00	0.00	
1514	1	0	0	0.00	1.00	0.00	
1515	1	0	0	0.00	1.00	0.00	
1516	1	0	0	0.00	1.00	0.00	
1517	1	0	0	0.00	1.00	0.00	
1518	1	0	0	0.00	1.00	0.00	
1519	1	0	0	0.00	1.00	0.00	
1520	1	0	0	0.00	1.00	0.00	
1521	1	0	0	0.00	1.00	0.00	
1522	1	0	0	0.00	0.00	0.25	
1523	2	0	0	0.00	0.00	0.25	
1524	2	0	0	0.00	0.00	0.25	
1525	2	0	0	0.00	0.00	0.25	
1526	2	0	0	0.00	0.00	0.25	
1527	2	0	0	0.00	0.00	0.25	
1528	2	0	0	0.00	0.00	0.25	
1529	2	0	0	0.00	0.00	0.25	
1530	2	0	0	0.00	0.00	0.25	
1531	2	0	0	0.00	0.00	0.25	
1532	2	0	0	0.00	0.00	0.50	
1533	2	0	0	0.00	0.00	0.50	
1534	2	0	0	0.00	0.00	0.50	
1535	2	0	0	0.00	0.00	0.50	
1536	2	0	0	0.00	0.00	0.50	
1537	2	0	0	0.00	0.00	0.50	
1538	2	0	0	0.00	0.00	0.50	
1539	2	0	0	0.00	0.00	0.50	
1540	2	0	0	0.00	0.00	0.50	
1541	2	0	0	0.00	0.00	0.50	
1542	2	0	0	0.00	0.00	0.75	
1543	2	0	0	0.00	0.00	0.75	
1544	2	0	0	0.00	0.00	0.75	
1545	2	0	0	0.00	0.00	0.75	
1546	2	0	0	0.00	0.00	0.75	
1547	2	0	0	0.00	0.00	0.75	
1548	2	0	0	0.00	0.00	0.75	
1549	2	0	0	0.00	0.00	0.75	
1550	2	0	0	0.00	0.00	0.75	
1551	2	0	0	0.00	0.00	0.75	
1552	2	0	0	0.00	0.00	1.00	
1553	2	0	0	0.00	0.00	1.00	
1554	2	0	0	0.00	0.00	1.00	
1555	2	0	0	0.00	0.00	1.00	
1556	2	0	0	0.00	0.00	1.00	
1557	2	0	0	0.00	0.00	1.00	
1558	2	0	0	0.00	0.00	1.00	
1559	2	0	0	0.00	0.00	1.00	
1560	2	0	0	0.00	0.00	1.00	
1561	2	0	0	0.00	0.00	1.00	
1562	2	0	0	0.25	0.00	0.00	
1563	0	0	0	0.25	0.00	0.00	
1564	0	0	0	0.25	0.00	0.00	
1565	0	0	0	0.25	0.00	0.00	
1566	0	0	0	0.25	0.00	0.00	
1567	0	0	0	0.25	0.00	0.00	
1568	0	0	0	0.25	0.00	0.00	
1569	0	0	0	0.25	0.00	0.00	
1570	0	0	0	0.25	0.00	0.00	
1571	0	0	0	0.25	0.00	0.00	
1572	0	0	0	0.50	0.00	0.00	
1573	0	0	0	0.50	0.00	0.00	
1574	0	0	0	0.50	0.00	0.00	
1575	0	0	0	0.50	0.00	0.00	
1576	0	0	0	0.50	0.00	0.00	
1577	0	0	0	0.50	0.00	0.00	
1578	0	0	0	0.50	0.00	0.00	
1579	0	0	0	0.50	0.00	0.00	
1580	0	0	0	0.50	0.00	0.00	
1581	0	0	0	0.50	0.00	0.00	
1582	0	0	0	0.75	0.00	0.00	
1583	0	0	0	0.75	0.00	0.00	
1584	0	0	0	0.75	0.00	0.00	
1585	0	0	0	0.75	0.00	0.00	
1586	0	0	0	0.75	0.00	0.00	
1587	0	0	0	0.75	0.00	0.00	
1588	0	0	0	0.75	0.00	0.00	
1589	0	0	0	0.75	0.00	0.00	
1590	0	0	0	0.75	0.00	0.00	
1591	0	0	0	0.75	0.00	0.00	
1592	0	0	0	1.00	0.00	0.00	
1593	0	0	0	1.00	0.00	0.00	
1594	0	0	0	1.00	0.00	0.00	
1595	0	0	0	1.00	0.00	0.00	
1596	0	0	0	1.00	0.00	0.00	
1597	0	0	0	1.00	0.00	0.00	
1598	0	0	0	1.00	0.00	0.00	
1599	0	0	0	1.00	0.00	0.00	
1600	0	0	0	1.00	0.00	0.00	
1601	0	0	0	1.00	0.00	0.00	
1602	0	0	0	0.00	0.25	0.00	
1603	1	0	0	0.00	0.25	0.00	
1604	1	0	0	0.00	0.25	0.00	
1605	1	0	0	0.00	0.25	0.00	
1606	1	0	0	0.00	0.25	0.00	
1607	1	0	0	0.00	0.25	0.00	
1608	1	0	0	0.00	0.25	0.00	
1609	1	0	0	0.00	0.25	0.00	
1610	1	0	0	0.00	0.25	0.00	
1611	1	0	0	0.00	0.25	0.00	
1612	1	0	0	0.00	0.50	0.00	
1613	1	0	0	0.00	0.50	0.00	
1614	1	0	0	0.00	0.50	0.00	
1615	1	0	0	0.00	0.50	0.00	
1616	1	0	0	0.00	0.50	0.00	
1617	1	0	0	0.00	0.50	0.00	
1618	1	0	0	0.00	0.50	0.00	
1619	1	0	0	0.00	0.50	0.00	
1620	1	0	0	0.00	0.50	0.00	
1621	1	0	0	0.00	0.50	0.00	
1622	1	0	0	0.00	0.75	0.00	
1623	1	0	0	0.00	0.75	0.00	
1624	1	0	0	0.00	0.75	0.00	
1625	1	0	0	0.00	0.75	0.00	
1626	1	0	0	0.00	0.75	0.00	
1627	1	0	0	0.00	0.75	0.00	
1628	1	0	0	0.00	0.75	0.00	
1629	1	0	0	0.00	0.75	0.00	
1630	1	0	0	0.00	0.75	0.00	
1631	1	0	0	0.00	0.75	0.00	
1632	1	0	0	0.00	1.00	0.00	
1633	1	0	0	0.00	1.00	0.00	
1634	1	0	0	0.00	1.00	0.00	
1635	1	0	0	0.00	1.00	0.00	
1636	1	0	0	0.00	1.00	0.00	
1637	1	0	0	0.00	1.00	0.00	
1638	1	0	0	0.00	1.00	0.00	
1639	1	0	0	0.00	1.00	0.00	
1640	1	0	0	0.00	1.00	0.00	
1641	1	0	0	0.00	1.00	0.00	
1642	1	0	0	0.00	0.00	0.25	
1643	2	0	0	0.00	0.00	0.25	
1644	2	0	0	0.00	0.00	0.25	
1645	2	0	0	0.00	0.00	0.25	
1646	2	0	0	0.00	0.00	0.25	
1647	2	0	0	0.00	0.00	0.25	
1648	2	0	0	0.00	0.00	0.25	
1649	2	0	0	0.00	0.00	0.25	
1650	2	0	0	0.00	0.00	0.25	
1651	2	0	0	0.00	0.00	0.25	
1652	2	0	0	0.00	0.00	0.50	
1653	2	0	0	0.00	0.00	0.50	
1654	2	0	0	0.00	0.00	0.50	
1655	2	0	0	0.00	0.00	0.50	
1656	2	0	0	0.00	0.00	0.50	
1657	2	0	0	0.00	0.00	0.50	
1658	2	0	0	0.00	0.00	0.50	
1659	2	0	0	0.00	0.00	0.50	
1660	2	0	0	0.00	0.00	0.50	
1661	2	0	0	0.00	0.00	0.50	
1662	2	0	0	0.00	0.00	0.75	
1663	2	0	0	0.00	0.00	0.75	
1664	2	0	0	0.00	0.00	0.75	
1665	2	0	0	0.00	0.00	0.75	
1666	2	0	0	0.00	0.00	0.75	
1667	2	0	0	0.00	0.00	0.75	
1668	2	0	0	0.00	0.00	0.75	
1669	2	0	0	0.00	0.00	0.75	
1670	2	0	0	0.00	0.00	0.75	
1671	2	0	0	0.00	0.00	0.75	
1672	2	0	0	0.00	0.00	1.00	
1673	2	0	0	0.00	0.00	1.00	
1674	2	0	0	0.00	0.00	1.00	
1675	2	0	0	0.00	0.00	1.00	
1676	2	0	0	0.00	0.00	1.00	
1677	2	0	0	0.00	0.00	1.00	
1678	2	0	0	0.00	0.00	1.00	
1679	2	0	0	0.00	0.00	1.00	
1680	2	0	0	0.00	0.00	1.00	
1681	2	0	0	0.00	0.00	1.00	
1682	2	0	0	0.25	0.00	0.00	
1683	0	0	0	0.25	0.00	0.00	
1684	0	0	0	0.25	0.00	0.00	
1685	0	0	0	0.25	0.00	0.00	
1686	0	0	0	0.25	0.00	0.00	
1687	0	0	0	0.25	0.00	0.00	
1688	0	0	0	0.25	0.00	0.00	
1689	0	0	0	0.25	0.00	0.00	
1690	0	0	0	0.25	0.00	0.00	
1691	0	0	0	0.25	0.00	0.00	
1692	0	0	0	0.50	0.00	0.00	
1693	0	0	0	0.50	0.00	0.00	
1694	0	0	0	0.50	0.00	0.00	
1695	0	0	0	0.50	0.00	0.00	
1696	0	0	0	0.50	0.00	0.00	
1697	0	0	0	0.50	0.00	0.00	
1698	0	0	0	0.50	0.00	0.00	
1699	0	0	0	0.50	0.00	0.00	
1700	0	0	0	0.50	0.00	0.00	
1701	0	0	0	0.50	0.00	0.00	
1702	0	0	0	0.75	0.00	0.00	
1703	0	0	0	0.75	0.00	0.00	
1704	0	0	0	0.75	0.00	0.00	
1705	0	0	0	0.75	0.00	0.00	
1706	0	0	0	0.75	0.00	0.00	
1707	0	0	0	0.75	0.00	0.00	
1708	0	0	0	0.75	0.00	0.00	
1709	0	0	0	0.75	0.00	0.00	
1710	0	0	0	0.75	0.00	0.00	
1711	0	0	0	0.75	0.00	0.00	
1712	0	0	0	1.00	0.00	0.00	
1713	0	0	0	1.00	0.00	0.00	
1714	0	0	0	1.00	0.00	0.00	
1715	0	0	0	1.00	0.00	0.00	
1716	0	0	0	1.00	0.00	0.00	
1717	0	0	0	1.00	0.00	0.00	
1718	0	0	0	1.00	0.00	0.00	
1719	0	0	0	1.00	0.00	0.00	
1720	0	0	0	1.00	0.00	0.00	
1721	0	0	0	1.00	0.00	0.00	
1722	0	0	0	0.00	0.25	0.00	
1723	1	0	0	0.00	0.25	0.00	
1724	1	0	0	0.00	0.25	0.00	
1725	1	0	0	0.00	0.25	0.00	
1726	1	0	0	0.00	0.25	0.00	
1727	1	0	0	0.00	0.25	0.00	
1728	1	0	0	0.00	0.25	0.00	
1729	1	0	0	0.00	0.25	0.00	
1730	1	0	0	0.00	0.25	0.00	
1731	1	0	0	0.00	0.25	0.00	
1732	1	0	0	0.00	0.50	0.00	
1733	1	0	0	0.00	0.50	0.00	
1734	1	0	0	0.00	0.50	0.00	
1735	1	0	0	0.00	0.50	0.00	
1736	1	0	0	0.00	0.50	0.00	
1737	1	0	0	0.00	0.50	0.00	
1738	1	0	0	0.00	0.50	0.00	
1739	1	0	0	0.00	0.50	0.00	
1740	1	0	0	0.00	0.50	0.00	
1741	1	0	0	0.00	0.50	0.00	
1742	1	0	0	0.00	0.75	0.00	
1743	1	0	0	0.00	0.75	0.00	
1744	1	0	0	0.00	0.75	0.00	
1745	1	0	0	0.00	0.75	0.00	
1746	1	0	0	0.00	0.75	0.00	
1747	1	0	0	0.00	0.75	0.00	
1748	1	0	0	0.00	0.75	0.00	
1749	1	0	0	0.00	0.75	0.00	
1750	1	0	0	0.00	0.75	0.00	
1751	1	0	0	0.00	0.75	0.00	
1752	1	0	0	0.00	1.00	0.00	
1753	1	0	0	0.00	1.00	0.00	
1754	1	0	0	0.00	1.00	0.00	
1755	1	0	0	0.00	1.00	0.00	
1756	1	0	0	0.00	1.00	0.00	
1757	1	0	0	0.00	1.00	0.00	
1758	1	0	0	0.00	1.00	0.00	
1759	1	0	0	0.00	1.00	0.00	
1760	1	0	0	0.00	1.00	0.00	
1761	1	0	0	0.00	1.00	0.00	
1762	1	0	0	0.00	0.00	0.25	
1763	2	0	0	0.00	0.00	0.25	
1764	2	0	0	0.00	0.00	0.25	
1765	2	0	0	0.00	0.00	0.25	
1766	2	0	0	0.00	0.00	0.25	
1767	2	0	0	0.00	0.00	0.25	
1768	2	0	0	0.00	0.00	0.25	
1769	2	0	0	0.00	0.00	0.25	
1770	2	0	0	0.00	0.00	0.25	
1771	2	0	0	0.00	0.00	0.25	
1772	2	0	0	0.00	0.00	0.50	
1773	2	0	0	0.00	0.00	0.50	
1774	2	0	0	0.00	0.00	0.50	
1775	2	0	0	0.00	0.00	0.50	
1776	2	0	0	0.00	0.00	0.50	
1777	2	0	0	0.00	0.00	0.50	
1778	2	0	0	0.00	0.00	0.50	
1779	2	0	0	0.00	0.00	0.50	
1780	2	0	0	0.00	0.00	0.50	
1781	2	0	0	0.00	0.00	0.50	
1782	2	0	0	0.00	0.00	0.75	
1783	2	0	0	0.00	0.00	0.75	
1784	2	0	0	0.00	0.00	0.75	
1785	2	0	0	0.00	0.00	0.75	
1786	2	0	0	0.00	0.00	0.75	
1787	2	0	0	0.00	0.00	0.75	
1788	2	0	0	0.00	0.00	0.75	
1789	2	0	0	0.00	0.00	0.75	
1790	2	0	0	0.00	0.00	0.75	
1791	2	0	0	0.00	0.00	0.75	
1792	2	0	0	0.00	0.00	1.00	
1793	2	0	0	0.00	0.00	1.00	
1794	2	0	0	0.00	0.00	1.00	
1795	2	0	0	0.00	0.00	1.00	
1796	2	0	0	0.00	0.00	1.00	
1797	2	0	0	0.00	0.00	1.00	
1798	2	0	0	0.00	0.00	1.00	
1799	2	0	0	0.00	0.00	1.00	
1800	2	0	0	0.00	0.00	1.00	
1801	2	0	0	0.00	0.00	1.00	
1802	2	0	0	0.25	0.00	0.00	
1803	0	0	0	0.25	0.00	0.00	
1804	0	0	0	0.25	0.00	0.00	
1805	0	0	0	0.25	0.00	0.00	
1806	0	0	0	0.25	0.00	0.00	
1807	0	0	0	0.25	0.00	0.00	
1808	0	0	0	0.25	0.00	0.00	
1809	0	0	0	0.25	0.00	0.00	
1810	0	0	0	0.25	0.00	0.00	
1811	0	0	0	0.25	0.00	0.00	
1812	0	0	0	0.50	0.00	0.00	
1813	0	0	0	0.50	0.00	0.00	
1814	0	0	0	0.50	0.00	0.00	
1815	0	0	0	0.50	0.00	0.00	
1816	0	0	0	0.50	0.00	0.00	
1817	0	0	0	0.50	0.00	0.00	
1818	0	0	0	0.50	0.00	0.00	
1819	0	0	0	0.50	0.00	0.00	
1820	0	0	0	0.50	0.00	0.00	
1821	0	0	0	0.50	0.00	0.00	
1822	0	0	0	0.75	0.00	0.00	
1823	0	0	0	0.75	0.00	0.00	
1824	0	0	0	0.75	0.00	0.00	
1825	0	0	0	0.75	0.00	0.00	
1826	0	0	0	0.75	0.00	0.00	
1827	0	0	0	0.75	0.00	0.00	
1828	0	0	0	0.75	0.00	0.00	
1829	0	0	0	0.75	0.00	0.00	
1830	0	0	0	0.75	0.00	0.00	
1831	0	0	0	0.75	0.00	0.00	
1832	0	0	0	1.00	0.00	0.00	
1833	0	0	0	1.00	0.00	0.00	
1834	0	0	0	1.00	0.00	0.00	
1835	0	0	0	1.00	0.00	0.00	
1836	0	0	0	1.00	0.00	0.00	
1837	0	0	0	1.00	0.00	0.00	
1838	0	0	0	1.00	0.00	0.00	
1839	0	0	0	1.00	0.00	0.00	
1840	0	0	0	1.00	0.00	0.00	
1841	0	0	0	1.00	0.00	0.00	
1842	0	0	0	0.00	0.25	0.00	
1843	1	0	0	0.00	0.25	0.00	
1844	1	0	0	0.00	0.25	0.00	
1845	1	0	0	0.00	0.25	0.00	
1846	1	0	0	0.00	0.25	0.00	
1847	1	0	0	0.00	0.25	0.00	
1848	1	0	0	0.00	0.25	0.00	
1849	1	0	0	0.00	0.25	0.00	
1850	1	0	0	0.00	0.25	0.00	
1851	1	0	0	0.00	0.25	0.00	
1852	1	0	0	0.00	0.50	0.00	
1853	1	0	0	0.00	0.50	0.00	
1854	1	0	0	0.00	0.50	0.00	
1855	1	0	0	0.00	0.50	0.00	
1856	1	0	0	0.00	0.50	0.00	
1857	1	0	0	0.00	0.50	0.00	
1858	1	0	0	0.00	0.50	0.00	
1859	1	0	0	0.00	0.50	0.00	
1860	1	0	0	0.00	0.50	0.00	
1861	1	0	0	0.00	0.50	0.00	
1862	1	0	0	0.00	0.75	0.00	
1863	1	0	0	0.00	0.75	0.00	
1864	1	0	0	0.00	0.75	0.00	
1865	1	0	0	0.00	0.75	0.00	
1866	1	0	0	0.00	0.75	0.00	
1867	1	0	0	0.00	0.75	0.00	
1868	1	0	0	0.00	0.75	0.00	
1869	1	0	0	0.00	0.75	0.00	
1870	1	0	0	0.00	0.75	0.00	
1871	1	0	0	0.00	0.75	0.00	
1872	1	0	0	0.00	1.00	0.00	
1873	1	0	0	0.00	1.00	0.00	
1874	1	0	0	0.00	1.00	0.00	
1875	1	0	0	0.00	1.00	0.00	
1876	1	0	0	0.00	1.00	0.00	
1877	1	0	0	0.00	1.00	0.00	
1878	1	0	0	0.00	1.00	0.00	
1879	1	0	0	0.00	1.00	0.00	
1880	1	0	0	0.00	1.00	0.00	
1881	1	0	0	0.00	1.00	0.00	
1882	1	0	0	0.00	0.00	0.25	
1883	2	0	0	0.00	0.00	0.25	
1884	2	0	0	0.00	0.00	0.25	
1885	2	0	0	0.00	0.00	0.25	
1886	2	0	0	0.00	0.00	0.25	
1887	2	0	0	0.00	0.00	0.25	
1888	2	0	0	0.00	0.00	0.25	
1889	2	0	0	0.00	0.00	0.25	
1890	2	0	0	0.00	0.00	0.25	
1891	2	0	0	0.00	0.00	0.25	
1892	2	0	0	0.00	0.00	0.50	
1893	2	0	0	0.00	0.00	0.50	
1894	2	0	0	0.00	0.00	0.50	
1895	2	0	0	0.00	0.00	0.50	
1896	2	0	0	0.00	0.00	0.50	
1897	2	0	0	0.00	0.00	0.50	
1898	2	0	0	0.00	0.00	0.50	
1899	2	0	0	0.00	0.00	0.50	
1900	2	0	0	0.00	0.00	0.50	
1901	2	0	0	0.00	0.00	0.50	
1902	2	0	0	0.00	0.00	0.75	
1903	2	0	0	0.00	0.00	0.75	
1904	2	0	0	0.00	0.00	0.75	
1905	2	0	0	0.00	0.00	0.75	
1906	2	0	0	0.00	0.00	0.75	
1907	2	0	0	0.00	0.00	0.75	
1908	2	0	0	0.00	0.00	0.75	
1909	2	0	0	0.00	0.00	0.75	
1910	2	0	0	0.00	0.00	0.75	
1911	2	0	0	0.00	0.00	0.75	
1912	2	0	0	0.00	0.00	1.00	
1913	2	0	0	0.00	0.00	1.00	
1914	2	0	0	0.00	0.00	1.00	
1915	2	0	0	0.00	0.00	1.00	
1916	2	0	0	0.00	0.00	1.00	
1917	2	0	0	0.00	0.00	1.00	
1918	2	0	0	0.00	0.00	1.00	
1919	2	0	0	0.00	0.00	1.00	
1920	2	0	0	0.00	0.00	1.00	
1921	2	0	0	0.00	0.00	1.00	
1922	2	0	0	0.25	0.00	0.00	
1923	0	0	0	0.25	0.00	0.00	
1924	0	0	0	0.25	0.00	0.00	
1925	0	0	0	0.25	0.00	0.00	
1926	0	0	0	0.25	0.00	0.00	
1927	0	0	0	0.25	0.00	0.00	
1928	0	0	0	0.25	0.00	0.00	
1929	0	0	0	0.25	0.00	0.00	
1930	0	0	0	0.25	0.00	0.00	
1931	0	0	0	0.25	0.00	0.00	
1932	0	0	0	0.50	0.00	0.00	
1933	0	0	0	0.50	0.00	0.00	
1934	0	0	0	0.50	0.00	0.00	
1935	0	0	0	0.50	0.00	0.00	
1936	0	0	0	0.50	0.00	0.00	
1937	0	0	0	0.50	0.00	0.00	
1938	0	0	0	0.50	0.00	0.00	
1939	0	0	0	0.50	0.00	0.00	
1940	0	0	0	0.50	0.00	0.00	
1941	0	0	0	0.50	0.00	0.00	
1942	0	0	0	0.75	0.00	0.00	
1943	0	0	0	0.75	0.00	0.00	
1944	0	0	0	0.75	0.00	0.00	
1945	0	0	0	0.75	0.00	0.00	
1946	0	0	0	0.75	0.00	0.00	
1947	0	0	0	0.75	0.00	0.00	
1948	0	0	0	0.75	0.00	0.00	
